1,__________. Betcha can't have just one!
2,White people like _____.
3,"____________. High five, bro."
4,"Next from J,K Rowling: Harry Potter and the chamber of ___________."
5,Introducing Xtreme Baseball! It's like baseball but  with___!
6,"In a world ravaged by __________, our only solace is_______."
7,War! What is it good for?
8,"Duing sex, I like to think about __________."
9,What are my parents hiding from me?
10,What will always get you laid?
11,"In L,A. County Jail, Word is you can trade 200 cigarettes for __________."
12,What did i bring back from Mexico?
13,What don't you want to find in your Kung Pao chicken?
14,What will I bring back in time to convince people that I am a powerful wizard?
15,How am I maintainng my relationship status?
16,_________. It's a trap!
17,"Coming to Broadway this season, _________: The Musical."
18,"While the United States raved the Soviet Union to the moon, the MExican government funneled milloins of pesos into research on ________."
19,"After the earthquake, Sean Penn brought _________to the people of Haiti."
20,"Next on ESPN2, the world Series of _______."
21,step 1 : ____. Step2:____.Step3:Profit.
22,They said we were crazy. They sadi we couldn't put______ inside of _____. They were wrong.
23,"But before I kill you, Mr. Bond, I must show you _____."
24,What gives me uncontrollable gas?
25,The new Chevy Tahoe. With the power and space to take ________ everywhere you go. 
26,The class field trip was completely ruined by ____.
27,"When Pharaoh wemained unmoved, Moses called down a Plague of _____."
28,What's my secret power?
29,"When i am president of the United States, I will create the department of _________. "
30,"Lifetime presents ""______,the Story of ______."""
31,"When i am a billionaire, I shall erect a 5--foot statue to commemorate _____."
32,"When i was tripping on acid, ______turned into ______."
33,"That's right, I killed ______. How, you aks?_______."
34,Whaqt's my anti-drug?
35,_______+_____=______.
36,What never fails to liven up the party?
37,What's the new fad diet?
38,"Fun tip! When your man akss you to go down on him, try surprising him with _______instead. "
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,